Handle,Title,Body (HTML),Base product title,Color,Size,Variant SKU,Image Src,Tags,Published,Staff,Variant Price,Variant Compare At Price,Variant Image,SEO Title,SEO Description
v-neck-t-shirt,Import camp V-neck T-shirt skip,text,V-neck T-shirt,White,XS,PH-AP-V-neckT-shirt-White-XS-719889,https://img.btdmp.com/10360/10360005/products/origin/13ee5453-86f6-4646-8532-0a57e7a4ca82-ulogdb8c-163290703961542f1fee30a.jpeg,"cotton,t-shirt",TRUE,,24.49,39.49,"https://img.btdmp.com/10360/10360005/products/origin/13ee5453-86f6-4646-8532-0a57e7a4ca82-ulogdb8c-163290703961542f1fee30a.jpeg,https://img.btdmp.com/10360/10360005/products/origin/16708983630290a24959.png,https://img.btdmp.com/10360/10360005/products/origin/16708983635505d03e27.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363968ac6784b.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363eb91317b75.png",Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less
v-neck-t-shirt,V-neck T-shirt,,V-neck T-shirt,White,S,PH-AP-V-neckT-shirt-White-S-089547,https://img.btdmp.com/10360/10360005/products/origin/16708983630290a24959.png,,TRUE,,24.49,39.49,"https://img.btdmp.com/10360/10360005/products/origin/13ee5453-86f6-4646-8532-0a57e7a4ca82-ulogdb8c-163290703961542f1fee30a.jpeg,https://img.btdmp.com/10360/10360005/products/origin/16708983630290a24959.png,https://img.btdmp.com/10360/10360005/products/origin/16708983635505d03e27.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363968ac6784b.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363eb91317b75.png",,
v-neck-t-shirt,V-neck T-shirt,,V-neck T-shirt,White,M,PH-AP-V-neckT-shirt-White-M-377444,https://img.btdmp.com/10360/10360005/products/origin/16708983635505d03e27.png,,TRUE,,24.49,39.49,"https://img.btdmp.com/10360/10360005/products/origin/13ee5453-86f6-4646-8532-0a57e7a4ca82-ulogdb8c-163290703961542f1fee30a.jpeg,https://img.btdmp.com/10360/10360005/products/origin/16708983630290a24959.png,https://img.btdmp.com/10360/10360005/products/origin/16708983635505d03e27.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363968ac6784b.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363eb91317b75.png",,
v-neck-t-shirt,V-neck T-shirt,,V-neck T-shirt,White,L,PH-AP-V-neckT-shirt-White-L-270377,https://img.btdmp.com/10360/10360005/products/origin/1670898363968ac6784b.png,,TRUE,,24.49,39.49,"https://img.btdmp.com/10360/10360005/products/origin/13ee5453-86f6-4646-8532-0a57e7a4ca82-ulogdb8c-163290703961542f1fee30a.jpeg,https://img.btdmp.com/10360/10360005/products/origin/16708983630290a24959.png,https://img.btdmp.com/10360/10360005/products/origin/16708983635505d03e27.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363968ac6784b.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363eb91317b75.png",,
v-neck-t-shirt,V-neck T-shirt,,V-neck T-shirt,White,XL,PH-AP-V-neckT-shirt-White-XL-188073,https://img.btdmp.com/10360/10360005/products/origin/1670898363eb91317b75.png,,TRUE,,24.49,39.49,"https://img.btdmp.com/10360/10360005/products/origin/13ee5453-86f6-4646-8532-0a57e7a4ca82-ulogdb8c-163290703961542f1fee30a.jpeg,https://img.btdmp.com/10360/10360005/products/origin/16708983630290a24959.png,https://img.btdmp.com/10360/10360005/products/origin/16708983635505d03e27.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363968ac6784b.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363eb91317b75.png",,
v-neck-t-shirt,V-neck T-shirt,,V-neck T-shirt,White,2XL,PH-AP-V-neckT-shirt-White-2XL-273997,https://img.btdmp.com/10360/10360005/products/origin/18281731-2de7-4689-8d88-bde80b079ee0-3z2k07t7-163290703961542f1fee30a.jpeg,,TRUE,,24.49,39.49,"https://img.btdmp.com/10360/10360005/products/origin/13ee5453-86f6-4646-8532-0a57e7a4ca82-ulogdb8c-163290703961542f1fee30a.jpeg,https://img.btdmp.com/10360/10360005/products/origin/16708983630290a24959.png,https://img.btdmp.com/10360/10360005/products/origin/16708983635505d03e27.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363968ac6784b.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363eb91317b75.png",,
v-neck-t-shirt,V-neck T-shirt,,V-neck T-shirt,White,3XL,PH-AP-V-neckT-shirt-White-3XL-960113,https://img.btdmp.com/10360/10360005/products/origin/1670898363e022e46aef.png,,TRUE,,24.49,39.49,"https://img.btdmp.com/10360/10360005/products/origin/13ee5453-86f6-4646-8532-0a57e7a4ca82-ulogdb8c-163290703961542f1fee30a.jpeg,https://img.btdmp.com/10360/10360005/products/origin/16708983630290a24959.png,https://img.btdmp.com/10360/10360005/products/origin/16708983635505d03e27.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363968ac6784b.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363eb91317b75.png",,
v-neck-t-shirt,V-neck T-shirt,,V-neck T-shirt,Black,XS,PH-AP-V-neckT-shirt-Black-XS-713297,https://img.btdmp.com/10360/10360005/products/origin/1670898363aed1e4b568.png,,TRUE,,24.49,39.49,"https://img.btdmp.com/10360/10360005/products/origin/18281731-2de7-4689-8d88-bde80b079ee0-3z2k07t7-163290703961542f1fee30a.jpeg,https://img.btdmp.com/10360/10360005/products/origin/1670898363e022e46aef.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363aed1e4b568.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363c681644cae.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363a671b1527f.png",,
v-neck-t-shirt,V-neck T-shirt,,V-neck T-shirt,Black,S,PH-AP-V-neckT-shirt-Black-S-506473,https://img.btdmp.com/10360/10360005/products/origin/1670898363c681644cae.png,,TRUE,,24.49,39.49,"https://img.btdmp.com/10360/10360005/products/origin/18281731-2de7-4689-8d88-bde80b079ee0-3z2k07t7-163290703961542f1fee30a.jpeg,https://img.btdmp.com/10360/10360005/products/origin/1670898363e022e46aef.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363aed1e4b568.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363c681644cae.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363a671b1527f.png",,
v-neck-t-shirt,V-neck T-shirt,,V-neck T-shirt,Black,M,PH-AP-V-neckT-shirt-Black-M-871351,https://img.btdmp.com/10360/10360005/products/origin/1670898363a671b1527f.png,,TRUE,,24.49,39.49,"https://img.btdmp.com/10360/10360005/products/origin/18281731-2de7-4689-8d88-bde80b079ee0-3z2k07t7-163290703961542f1fee30a.jpeg,https://img.btdmp.com/10360/10360005/products/origin/1670898363e022e46aef.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363aed1e4b568.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363c681644cae.png,https://img.btdmp.com/10360/10360005/products/origin/1670898363a671b1527f.png",,
