Handle,Title,Body (HTML),Base product title,Color,Size,Variant SKU,Image Src,Tags,Published,Staff,Variant Price,Variant Compare At Price,Variant Image,SEO Title,SEO Description
campaign-has-100013-base-products,Campaign has 2 base products,,Unisex T-shirt,White,S,PH-AP-UnisexT-shirt-White-S-976396,https://img.btdmp.com/10267/10267684/products/origin/1655088077e451542f87.png,"cotton,t-shirt,v-neck,ladies,hoodie,long-sleeve,tank-top,crewneck,sweatshirt",TRUE,,20.49,35.49,"https://pb.btdmp.com/phub/phub-rendered/v21655256981_62a9379539fc3pijti162322232460c0683439999.png,https://img.btdmp.com/10267/10267684/products/origin/165525713312f1ecf2a8.png,https://assets.boostflow.com/phub/phub-rendered-v2/1655257028_62a937c486237LbB8Z162199780560adb8ed5e953.png,https://img.btdmp.com/10267/10267684/products/origin/16552571321e3ab4489f.png,https://img.btdmp.com/10267/10267684/products/origin/1655257132e484c1e223.png,https://img.btdmp.com/10267/10267684/products/origin/1655257132047f1bdf70.png",Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less
campaign-has-100013-base-products,,,Unisex T-shirt,White,M,PH-AP-UnisexT-shirt-White-M-398321,https://img.btdmp.com/10267/10267684/products/origin/16550880785568789d4f.png,,TRUE,,20.49,35.49,"https://pb.btdmp.com/phub/phub-rendered/v21655256981_62a9379539fc3pijti162322232460c0683439999.png,https://img.btdmp.com/10267/10267684/products/origin/165525713312f1ecf2a8.png,https://assets.boostflow.com/phub/phub-rendered-v2/1655257028_62a937c486237LbB8Z162199780560adb8ed5e953.png,https://img.btdmp.com/10267/10267684/products/origin/16552571321e3ab4489f.png,https://img.btdmp.com/10267/10267684/products/origin/1655257132e484c1e223.png,https://img.btdmp.com/10267/10267684/products/origin/1655257132047f1bdf70.png",,
campaign-has-100013-base-products,,,Unisex T-shirt,White,L,PH-AP-UnisexT-shirt-White-L-441402,https://pb.btdmp.com/phub/phub-rendered/v21655088031_62a6a39f8b62d4mmFx162322232460c0683439999.png,,TRUE,,20.49,35.49,"https://pb.btdmp.com/phub/phub-rendered/v21655256981_62a9379539fc3pijti162322232460c0683439999.png,https://img.btdmp.com/10267/10267684/products/origin/165525713312f1ecf2a8.png,https://assets.boostflow.com/phub/phub-rendered-v2/1655257028_62a937c486237LbB8Z162199780560adb8ed5e953.png,https://img.btdmp.com/10267/10267684/products/origin/16552571321e3ab4489f.png,https://img.btdmp.com/10267/10267684/products/origin/1655257132e484c1e223.png,https://img.btdmp.com/10267/10267684/products/origin/1655257132047f1bdf70.png",,
campaign-has-100013-base-products,,,Unisex T-shirt,White,XL,PH-AP-UnisexT-shirt-White-XL-084365,https://pb.btdmp.com/phub/phub-rendered/v21655088034_62a6a3a2c10cbNbbgh162322232460c0683439999.png,,TRUE,,20.49,35.49,"https://pb.btdmp.com/phub/phub-rendered/v21655256981_62a9379539fc3pijti162322232460c0683439999.png,https://img.btdmp.com/10267/10267684/products/origin/165525713312f1ecf2a8.png,https://assets.boostflow.com/phub/phub-rendered-v2/1655257028_62a937c486237LbB8Z162199780560adb8ed5e953.png,https://img.btdmp.com/10267/10267684/products/origin/16552571321e3ab4489f.png,https://img.btdmp.com/10267/10267684/products/origin/1655257132e484c1e223.png,https://img.btdmp.com/10267/10267684/products/origin/1655257132047f1bdf70.png",,
campaign-has-100013-base-products,,,Unisex T-shirt,White,2XL,PH-AP-UnisexT-shirt-White-2XL-867344,https://img.btdmp.com/10267/10267684/products/origin/16550880775561f3f521.png,,TRUE,,20.49,35.49,"https://pb.btdmp.com/phub/phub-rendered/v21655256981_62a9379539fc3pijti162322232460c0683439999.png,https://img.btdmp.com/10267/10267684/products/origin/165525713312f1ecf2a8.png,https://assets.boostflow.com/phub/phub-rendered-v2/1655257028_62a937c486237LbB8Z162199780560adb8ed5e953.png,https://img.btdmp.com/10267/10267684/products/origin/16552571321e3ab4489f.png,https://img.btdmp.com/10267/10267684/products/origin/1655257132e484c1e223.png,https://img.btdmp.com/10267/10267684/products/origin/1655257132047f1bdf70.png",,
campaign-has-100013-base-products,,,Unisex T-shirt,White,3XL,PH-AP-UnisexT-shirt-White-3XL-300644,https://img.btdmp.com/10267/10267684/products/origin/1655088077d05e59506f.png,,TRUE,,20.49,35.49,"https://pb.btdmp.com/phub/phub-rendered/v21655256981_62a9379539fc3pijti162322232460c0683439999.png,https://img.btdmp.com/10267/10267684/products/origin/165525713312f1ecf2a8.png,https://assets.boostflow.com/phub/phub-rendered-v2/1655257028_62a937c486237LbB8Z162199780560adb8ed5e953.png,https://img.btdmp.com/10267/10267684/products/origin/16552571321e3ab4489f.png,https://img.btdmp.com/10267/10267684/products/origin/1655257132e484c1e223.png,https://img.btdmp.com/10267/10267684/products/origin/1655257132047f1bdf70.png",,
campaign-has-100013-base-products,,,Unisex T-shirt,White,4XL,PH-AP-UnisexT-shirt-White-4XL-761909,https://img.btdmp.com/10267/10267684/products/origin/1655088077caa198e0f5.png,,TRUE,,20.49,35.49,"https://pb.btdmp.com/phub/phub-rendered/v21655256981_62a9379539fc3pijti162322232460c0683439999.png,https://img.btdmp.com/10267/10267684/products/origin/165525713312f1ecf2a8.png,https://assets.boostflow.com/phub/phub-rendered-v2/1655257028_62a937c486237LbB8Z162199780560adb8ed5e953.png,https://img.btdmp.com/10267/10267684/products/origin/16552571321e3ab4489f.png,https://img.btdmp.com/10267/10267684/products/origin/1655257132e484c1e223.png,https://img.btdmp.com/10267/10267684/products/origin/1655257132047f1bdf70.png",,
campaign-has-100013-base-products,,,Unisex T-shirt,White,5XL,PH-AP-UnisexT-shirt-White-5XL-265857,https://pb.btdmp.com/phub/phub-rendered/v21655088039_62a6a3a755a78enaNd162199762260adb83678251.png,,TRUE,,20.49,35.49,"https://pb.btdmp.com/phub/phub-rendered/v21655256981_62a9379539fc3pijti162322232460c0683439999.png,https://img.btdmp.com/10267/10267684/products/origin/165525713312f1ecf2a8.png,https://assets.boostflow.com/phub/phub-rendered-v2/1655257028_62a937c486237LbB8Z162199780560adb8ed5e953.png,https://img.btdmp.com/10267/10267684/products/origin/16552571321e3ab4489f.png,https://img.btdmp.com/10267/10267684/products/origin/1655257132e484c1e223.png,https://img.btdmp.com/10267/10267684/products/origin/1655257132047f1bdf70.png",,
campaign-has-100013-base-products,,,Unisex T-shirt,Black,S,PH-AP-UnisexT-shirt-Black-S-386520,https://img.btdmp.com/10267/10267684/products/origin/1655088077ea87b59e3f.png,,TRUE,,20.49,35.49,"https://pb.btdmp.com/phub/phub-rendered/v21655256984_62a9379870c3d1ZYH1162322232460c0683439999.png,https://img.btdmp.com/10267/10267684/products/origin/1655257132059c6b9a2b.png,https://img.btdmp.com/10267/10267684/products/origin/1655257311340422898c.png,https://assets.boostflow.com/phub/phub-rendered-v2/1655257036_62a937ccebf152Q3Ti162199818560adba69b0949.png,https://assets.boostflow.com/phub/phub-rendered-v2/1655257036_62a937cc8091buqZkI162199923960adbe87a2626.png,https://img.btdmp.com/10267/10267684/products/origin/16552571321fda8715f2.png",,
campaign-has-100013-base-products,,,Unisex T-shirt,Black,M,PH-AP-UnisexT-shirt-Black-M-824163,https://img.btdmp.com/10267/10267684/products/origin/165508807728cd2e1678.png,,TRUE,,20.49,35.49,"https://pb.btdmp.com/phub/phub-rendered/v21655256984_62a9379870c3d1ZYH1162322232460c0683439999.png,https://img.btdmp.com/10267/10267684/products/origin/1655257132059c6b9a2b.png,https://img.btdmp.com/10267/10267684/products/origin/1655257311340422898c.png,https://assets.boostflow.com/phub/phub-rendered-v2/1655257036_62a937ccebf152Q3Ti162199818560adba69b0949.png,https://assets.boostflow.com/phub/phub-rendered-v2/1655257036_62a937cc8091buqZkI162199923960adbe87a2626.png,https://img.btdmp.com/10267/10267684/products/origin/16552571321fda8715f2.png",,
