Product Id,Variant Id,Handle,Title,Body (Html),Vendor,Type,Tags,Published,Option Fulfill Value,Custom Option,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Sku,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / Mpn,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,Seo Title,Seo Description,Google Shopping / Adwords Grouping,Google Shopping / Adwords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost Per Item,Available On Listing Pages,Available On Sitemap Files,Template,Shipping Profile Name,Variant Tag,Facebook Pixel Id,Facebook Access Token,Product Stock Status,Shipping Fee,Base Cost Variant
1E+15,1.00001E+15,sb-pro-bud-433-1,SB_PRO_BUD_433,,ShopBase,,mug,TRUE,,"[{""id"":""1679309139009"",""name"":""CO1"",""label"":""CO1"",""type"":""file"",""active"":true,""validations"":{""required"":true,""max_length"":255},""p_o_d_data"":{""show_type"":""thumbnail"",""clipart_type"":""folder""},""version"":1,""list_layer_name"":[""BD_9""]}]",Style,Beverage Mug,Color,white,Size,11oz,PH-AP-BeverageMug-white-11oz-545787,0,,,deny,print-hub,18.99,33.99,FALSE,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/7ba043e5-7631-4c0c-a569-195f22ca5af2-i5o8z12n-16288237516115e0c7f0008.jpeg,1,,,,,,,,,,,,,,,,,,"https://img.btdmp.com/10405/10405110/products/origin/7ba043e5-7631-4c0c-a569-195f22ca5af2-i5o8z12n-16288237516115e0c7f0008.jpeg,https://img.btdmp.com/10405/10405110/products/origin/167930889900dd60b32d.png,https://img.btdmp.com/10405/10405110/products/origin/16793088997d5599cd3d.png,https://img.btdmp.com/10405/10405110/products/origin/167930889942798147fe.png,https://img.btdmp.com/10405/10405110/products/origin/1679308899bdcd9da7e3.png,https://img.btdmp.com/10405/10405110/products/origin/167930889920baa34bc0.png,https://img.btdmp.com/10405/10405110/products/origin/167930889954afeb0cee.png,https://img.btdmp.com/10405/10405110/products/origin/1679308899f78f426ff3.png",lb,,0,,,,,,,,,,
1E+15,1.00001E+15,sb-pro-bud-433-1,,,,,,,,,,Beverage Mug,,white,,15oz,PH-AP-BeverageMug-white-15oz-137119,0,,,deny,print-hub,24.49,39.49,FALSE,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/1679308899f78f426ff3.png,2,,,,,,,,,,,,,,,,,,"https://img.btdmp.com/10405/10405110/products/origin/7ba043e5-7631-4c0c-a569-195f22ca5af2-i5o8z12n-16288237516115e0c7f0008.jpeg,https://img.btdmp.com/10405/10405110/products/origin/167930889900dd60b32d.png,https://img.btdmp.com/10405/10405110/products/origin/16793088997d5599cd3d.png,https://img.btdmp.com/10405/10405110/products/origin/167930889942798147fe.png,https://img.btdmp.com/10405/10405110/products/origin/1679308899bdcd9da7e3.png,https://img.btdmp.com/10405/10405110/products/origin/167930889920baa34bc0.png,https://img.btdmp.com/10405/10405110/products/origin/167930889954afeb0cee.png,https://img.btdmp.com/10405/10405110/products/origin/1679308899f78f426ff3.png",lb,,0,,,,,,,,,0,0
1E+15,1.00001E+15,sb-pro-bud-433-1,,,,,,,,,,Beverage Mug,,black,,11oz,PH-AP-BeverageMug-black-11oz-908795,0,,,deny,print-hub,19.99,34.99,FALSE,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/167930889900dd60b32d.png,3,,,,,,,,,,,,,,,,,,"https://img.btdmp.com/10405/10405110/products/origin/0ec8b48f-8e9f-417a-af0f-fb0336911d54-b1acz50k-16288237516115e0c7f0008.jpeg,https://img.btdmp.com/10405/10405110/products/origin/16793088996a4c280c96.png,https://img.btdmp.com/10405/10405110/products/origin/167930889938a8522006.png,https://img.btdmp.com/10405/10405110/products/origin/1679308899f5bb02014d.png,https://img.btdmp.com/10405/10405110/products/origin/167930889917f5786ca4.png,https://img.btdmp.com/10405/10405110/products/origin/16793088990a1c95fe8d.png,https://img.btdmp.com/10405/10405110/products/origin/167930889913ec6b2977.png,https://img.btdmp.com/10405/10405110/products/origin/1679308899a67e0db360.png",lb,,0,,,,,,,,,0,0
1E+15,1.00001E+15,sb-pro-bud-433-1,,,,,,,,,,Beverage Mug,,black,,15oz,PH-AP-BeverageMug-black-15oz-038285,0,,,deny,print-hub,24.49,39.49,FALSE,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/16793088997d5599cd3d.png,4,,,,,,,,,,,,,,,,,,"https://img.btdmp.com/10405/10405110/products/origin/0ec8b48f-8e9f-417a-af0f-fb0336911d54-b1acz50k-16288237516115e0c7f0008.jpeg,https://img.btdmp.com/10405/10405110/products/origin/16793088996a4c280c96.png,https://img.btdmp.com/10405/10405110/products/origin/167930889938a8522006.png,https://img.btdmp.com/10405/10405110/products/origin/1679308899f5bb02014d.png,https://img.btdmp.com/10405/10405110/products/origin/167930889917f5786ca4.png,https://img.btdmp.com/10405/10405110/products/origin/16793088990a1c95fe8d.png,https://img.btdmp.com/10405/10405110/products/origin/167930889913ec6b2977.png,https://img.btdmp.com/10405/10405110/products/origin/1679308899a67e0db360.png",lb,,0,,,,,,,,,0,0
,,sb-pro-bud-433-1,,,,,,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/167930889942798147fe.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,sb-pro-bud-433-1,,,,,,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/1679308899bdcd9da7e3.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,sb-pro-bud-433-1,,,,,,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/167930889920baa34bc0.png,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,sb-pro-bud-433-1,,,,,,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/167930889954afeb0cee.png,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,sb-pro-bud-433-1,,,,,,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/0ec8b48f-8e9f-417a-af0f-fb0336911d54-b1acz50k-16288237516115e0c7f0008.jpeg,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,sb-pro-bud-433-1,,,,,,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/1679308899f5bb02014d.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
