Handle,Title,Body (Html),Vendor,Type,Tags,Published,Option Fulfill Value,Custom Option,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Sku,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / Mpn,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,Seo Title,Seo Description,Google Shopping / Adwords Grouping,Google Shopping / Adwords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost Per Item,Available On Listing Pages,Available On Sitemap Files,Template,Shipping Profile Name,Variant Tag,Facebook Pixel Id,Facebook Access Token,Product Stock Status,Shipping Fee,Base Cost Variant
SB_PRO_BUD_430,SB_PRO_BUD_430,,ShopBase,,"crewneck,sweatshirt",TRUE,,,Style,Crewneck Sweatshirt,Color,White,Size,S,PH-AP-CrewneckSweatshirt-White-S-522033,0.69,,,deny,print-hub,27.99,42.99,TRUE,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/0c2d5994-cab7-4274-b0f3-58ad004b1813-9e7773qk-1632985772615562ac06ddb.jpeg,1,,,,,,,,,,,,,,,,,,"https://img.btdmp.com/10405/10405110/products/origin/0c2d5994-cab7-4274-b0f3-58ad004b1813-9e7773qk-1632985772615562ac06ddb.jpeg,https://img.btdmp.com/10405/10405110/products/origin/16790289028cf387e50c.png,https://img.btdmp.com/10405/10405110/products/origin/1679028902c6200cf854.png",lb,,0,,,,,,,,,,
SB_PRO_BUD_430,,,,,,,,,,Crewneck Sweatshirt,,White,,M,PH-AP-CrewneckSweatshirt-White-M-877104,0.75,,,deny,print-hub,27.99,42.99,TRUE,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/16790289028cf387e50c.png,3,,,,,,,,,,,,,,,,,,"https://img.btdmp.com/10405/10405110/products/origin/0c2d5994-cab7-4274-b0f3-58ad004b1813-9e7773qk-1632985772615562ac06ddb.jpeg,https://img.btdmp.com/10405/10405110/products/origin/16790289028cf387e50c.png,https://img.btdmp.com/10405/10405110/products/origin/1679028902c6200cf854.png",lb,,0,,,,,,,,,0,0
SB_PRO_BUD_430,,,,,,,,,,Crewneck Sweatshirt,,White,,L,PH-AP-CrewneckSweatshirt-White-L-836890,0.88,,,deny,print-hub,27.99,42.99,TRUE,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/1679028902c6200cf854.png,4,,,,,,,,,,,,,,,,,,"https://img.btdmp.com/10405/10405110/products/origin/0c2d5994-cab7-4274-b0f3-58ad004b1813-9e7773qk-1632985772615562ac06ddb.jpeg,https://img.btdmp.com/10405/10405110/products/origin/16790289028cf387e50c.png,https://img.btdmp.com/10405/10405110/products/origin/1679028902c6200cf854.png",lb,,0,,,,,,,,,0,0
SB_PRO_BUD_430,,,,,,,,,,Crewneck Sweatshirt,,White,,XL,PH-AP-CrewneckSweatshirt-White-XL-272429,1.03,,,deny,print-hub,27.99,42.99,TRUE,FALSE,,https://img.btdmp.com/10405/10405110/products/ed003f05-4639-48a3-b4b7-63d283ec92e4-0m26bu2w-1632985772615562ac06ddb.jpeg,5,,,,,,,,,,,,,,,,,,"https://img.btdmp.com/10405/10405110/products/origin/0c2d5994-cab7-4274-b0f3-58ad004b1813-9e7773qk-1632985772615562ac06ddb.jpeg,https://img.btdmp.com/10405/10405110/products/origin/16790289028cf387e50c.png,https://img.btdmp.com/10405/10405110/products/origin/1679028902c6200cf854.png",lb,,0,,,,,,,,,0,0
SB_PRO_BUD_430,,,,,,,,,,Crewneck Sweatshirt,,White,,2XL,PH-AP-CrewneckSweatshirt-White-2XL-008584,1.18,,,deny,print-hub,27.99,42.99,TRUE,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/167902890343be690d59.png,7,,,,,,,,,,,,,,,,,,"https://img.btdmp.com/10405/10405110/products/origin/0c2d5994-cab7-4274-b0f3-58ad004b1813-9e7773qk-1632985772615562ac06ddb.jpeg,https://img.btdmp.com/10405/10405110/products/origin/16790289028cf387e50c.png,https://img.btdmp.com/10405/10405110/products/origin/1679028902c6200cf854.png",lb,,0,,,,,,,,,0,0
SB_PRO_BUD_430,,,,,,,,,,Crewneck Sweatshirt,,White,,3XL,PH-AP-CrewneckSweatshirt-White-3XL-268992,1.23,,,deny,print-hub,27.99,42.99,TRUE,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/1679028902298a0afc3d.png,8,,,,,,,,,,,,,,,,,,"https://img.btdmp.com/10405/10405110/products/origin/0c2d5994-cab7-4274-b0f3-58ad004b1813-9e7773qk-1632985772615562ac06ddb.jpeg,https://img.btdmp.com/10405/10405110/products/origin/16790289028cf387e50c.png,https://img.btdmp.com/10405/10405110/products/origin/1679028902c6200cf854.png",lb,,0,,,,,,,,,0,0
SB_PRO_BUD_430,,,,,,,,,,Crewneck Sweatshirt,,White,,4XL,PH-AP-CrewneckSweatshirt-White-4XL-572118,1.3,,,deny,print-hub,27.99,42.99,TRUE,FALSE,,https://img.btdmp.com/10405/10405110/products/5096c023-6e7f-4da5-842a-5b7f9dfcb3bf-vsjl8dj7-1632985772615562ac06ddb.jpeg,9,,,,,,,,,,,,,,,,,,"https://img.btdmp.com/10405/10405110/products/origin/0c2d5994-cab7-4274-b0f3-58ad004b1813-9e7773qk-1632985772615562ac06ddb.jpeg,https://img.btdmp.com/10405/10405110/products/origin/16790289028cf387e50c.png,https://img.btdmp.com/10405/10405110/products/origin/1679028902c6200cf854.png",lb,,0,,,,,,,,,0,0
SB_PRO_BUD_430,,,,,,,,,,Crewneck Sweatshirt,,White,,5XL,PH-AP-CrewneckSweatshirt-White-5XL-434719,1.48,,,deny,print-hub,27.99,42.99,TRUE,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/167902890226d9d0077b.png,11,,,,,,,,,,,,,,,,,,"https://img.btdmp.com/10405/10405110/products/origin/0c2d5994-cab7-4274-b0f3-58ad004b1813-9e7773qk-1632985772615562ac06ddb.jpeg,https://img.btdmp.com/10405/10405110/products/origin/16790289028cf387e50c.png,https://img.btdmp.com/10405/10405110/products/origin/1679028902c6200cf854.png",lb,,0,,,,,,,,,0,0
SB_PRO_BUD_430,,,,,,,,,,Crewneck Sweatshirt,,Black,,S,PH-AP-CrewneckSweatshirt-Black-S-807932,0.69,,,deny,print-hub,27.99,42.99,TRUE,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/1679028902e1127e7db2.png,12,,,,,,,,,,,,,,,,,,"https://img.btdmp.com/10405/10405110/products/ed003f05-4639-48a3-b4b7-63d283ec92e4-0m26bu2w-1632985772615562ac06ddb.jpeg,https://img.btdmp.com/10405/10405110/products/origin/167902890343be690d59.png,https://img.btdmp.com/10405/10405110/products/origin/1679028902298a0afc3d.png",lb,,0,,,,,,,,,0,0
SB_PRO_BUD_430,,,,,,,,,,Crewneck Sweatshirt,,Black,,M,PH-AP-CrewneckSweatshirt-Black-M-271563,0.75,,,deny,print-hub,27.99,42.99,TRUE,FALSE,,https://img.btdmp.com/10405/10405110/products/77fb6443-2841-4778-9a5a-d6fafa97f91a-n6oufyq4-1632985772615562ac06ddb.jpeg,13,,,,,,,,,,,,,,,,,,"https://img.btdmp.com/10405/10405110/products/ed003f05-4639-48a3-b4b7-63d283ec92e4-0m26bu2w-1632985772615562ac06ddb.jpeg,https://img.btdmp.com/10405/10405110/products/origin/167902890343be690d59.png,https://img.btdmp.com/10405/10405110/products/origin/1679028902298a0afc3d.png",lb,,0,,,,,,,,,0,0
SB_PRO_BUD_430,,,,,,,,,,Crewneck Sweatshirt,,Black,,L,PH-AP-CrewneckSweatshirt-Black-L-488666,1.01,,,deny,print-hub,27.99,42.99,TRUE,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/1679028902ed55beb240.png,15,,,,,,,,,,,,,,,,,,"https://img.btdmp.com/10405/10405110/products/ed003f05-4639-48a3-b4b7-63d283ec92e4-0m26bu2w-1632985772615562ac06ddb.jpeg,https://img.btdmp.com/10405/10405110/products/origin/167902890343be690d59.png,https://img.btdmp.com/10405/10405110/products/origin/1679028902298a0afc3d.png",lb,,0,,,,,,,,,0,0
SB_PRO_BUD_430,,,,,,,,,,Crewneck Sweatshirt,,Black,,XL,PH-AP-CrewneckSweatshirt-Black-XL-230816,1.07,,,deny,print-hub,27.99,42.99,TRUE,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/16790289027941fec4d4.png,16,,,,,,,,,,,,,,,,,,"https://img.btdmp.com/10405/10405110/products/ed003f05-4639-48a3-b4b7-63d283ec92e4-0m26bu2w-1632985772615562ac06ddb.jpeg,https://img.btdmp.com/10405/10405110/products/origin/167902890343be690d59.png,https://img.btdmp.com/10405/10405110/products/origin/1679028902298a0afc3d.png",lb,,0,,,,,,,,,0,0
SB_PRO_BUD_430,,,,,,,,,,Crewneck Sweatshirt,,Black,,2XL,PH-AP-CrewneckSweatshirt-Black-2XL-902661,1.18,,,deny,print-hub,27.99,42.99,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,"https://img.btdmp.com/10405/10405110/products/ed003f05-4639-48a3-b4b7-63d283ec92e4-0m26bu2w-1632985772615562ac06ddb.jpeg,https://img.btdmp.com/10405/10405110/products/origin/167902890343be690d59.png,https://img.btdmp.com/10405/10405110/products/origin/1679028902298a0afc3d.png",lb,,0,,,,,,,,,0,0
