Product Id,Variant Id,Handle,Title,Body (Html),Vendor,Type,Tags,Published,Option Fulfill Value,Custom Option,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Sku,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / Mpn,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,Seo Title,Seo Description,Google Shopping / Adwords Grouping,Google Shopping / Adwords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost Per Item,Available On Listing Pages,Available On Sitemap Files,Template,Shipping Profile Name,Variant Tag,Facebook Pixel Id,Facebook Access Token,Product Stock Status,Shipping Fee,Base Cost Variant
1000000461626232,1000010437404711,sb-pro-bud-419,SB_PRO_BUD_419,"<p>When you have your correct measurements, you can easily Find Your Size</p>
<ul>
<li>Because of lighting and display, there will be a little color difference, please understand.</li>
<li>Item Material: Tixi (Cotton 35% + PE 65%). We won't accept changing/refunding request if you just do not like this material</li>
</ul>",,Superliga,"sc-10310642-size-chart-285,aab fodbold",TRUE,,[],Style,V-Neck T-Shirt,Size,S,,,HVKA10070-V-Neck T-Shirt-S,0,,,continue,manual,34.99,50,true,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/1678761631c0727369ea.jpeg,1,,,,,,,SB_PRO_BUD_419,SB_PRO_BUD_419,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/167876195037507e324b.jpeg,kg,,0,,,,,,,,,,
1000000461626232,1000010437404712,sb-pro-bud-419,,,,,,,,,,V-Neck T-Shirt,,M,,,HVKA10070-V-Neck T-Shirt-M,0,,,continue,manual,34.99,50,true,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/167876163626a02dee1e.jpeg,2,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/167876195037507e324b.jpeg,kg,,0,,,,,,,,,0,0
1000000461626232,1000010437404713,sb-pro-bud-419,,,,,,,,,,V-Neck T-Shirt,,L,,,HVKA10070-V-Neck T-Shirt-L,0,,,continue,manual,34.99,50,true,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/1678761642be02d429c3.jpeg,3,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/167876195037507e324b.jpeg,kg,,0,,,,,,,,,0,0
1000000461626232,1000010437404714,sb-pro-bud-419,,,,,,,,,,V-Neck T-Shirt,,XL,,,HVKA10070-V-Neck T-Shirt-XL,0,,,continue,manual,34.99,50,true,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/1678761769cc9c38e638.jpeg,4,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/167876195037507e324b.jpeg,kg,,0,,,,,,,,,0,0
1000000461626232,1000010437404715,sb-pro-bud-419,,,,,,,,,,V-Neck T-Shirt,,XXL,,,HVKA10070-V-Neck T-Shirt-XXL,0,,,continue,manual,34.99,50,true,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/167876177301898b97e8.jpeg,5,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/167876195037507e324b.jpeg,kg,,0,,,,,,,,,0,0
1000000461626232,1000010437404716,sb-pro-bud-419,,,,,,,,,,V-Neck T-Shirt,,3XL,,,HVKA10070-V-Neck T-Shirt-3XL,0,,,continue,manual,34.99,50,true,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/167876177951f7d83d0d.jpeg,6,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/167876195037507e324b.jpeg,kg,,0,,,,,,,,,0,0
1000000461626232,1000010437404717,sb-pro-bud-419,,,,,,,,,,V-Neck T-Shirt,,4XL,,,HVKA10070-V-Neck T-Shirt-4XL,0,,,continue,manual,34.99,50,true,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/167876178701987a1b01.jpeg,7,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/167876195037507e324b.jpeg,kg,,0,,,,,,,,,0,0
1000000461626232,1000010437404718,sb-pro-bud-419,,,,,,,,,,V-Neck T-Shirt,,5XL,,,HVKA10070-V-Neck T-Shirt-5XL,0,,,continue,manual,34.99,50,true,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/167876194859f015c073.jpeg,8,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/167876195037507e324b.jpeg,kg,,0,,,,,,,,,0,0
1000000461626232,1000010437404719,sb-pro-bud-419,,,,,,,,,,V-Neck T-Shirt,,6XL,,,HVKA10070-V-Neck T-Shirt-6XL,0,,,continue,manual,34.99,0,true,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/16787619493bef319838.jpeg,9,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/167876195037507e324b.jpeg,kg,,0,,,,,,,,,0,0
1000000461626232,1000010437404720,sb-pro-bud-419,,,,,,,,,,Cross Shoulder T-Shirt,,S,,,HVKA10070-Cross Shoulder T-Shirt-S,0,,,continue,manual,39.95,50,true,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/167876195037507e324b.jpeg,10,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/16787619505f0b00c984.jpeg,kg,,0,,,,,,,,,0,0
1000000461626232,1000010437404721,sb-pro-bud-419,,,,,,,,,,Cross Shoulder T-Shirt,,M,,,HVKA10070-Cross Shoulder T-Shirt-M,0,,,continue,manual,39.95,50,true,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/16787619505f0b00c984.jpeg,11,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/16787619505f0b00c984.jpeg,kg,,0,,,,,,,,,0,0
1000000461626232,1000010437404722,sb-pro-bud-419,,,,,,,,,,Cross Shoulder T-Shirt,,L,,,HVKA10070-Cross Shoulder T-Shirt-L,0,,,continue,manual,39.95,50,true,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/1678761951a304648623.jpeg,12,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/16787619505f0b00c984.jpeg,kg,,0,,,,,,,,,0,0
1000000461626232,1000010437404723,sb-pro-bud-419,,,,,,,,,,Cross Shoulder T-Shirt,,XL,,,HVKA10070-Cross Shoulder T-Shirt-XL,0,,,continue,manual,39.95,50,true,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/16787619518ef8e83501.jpeg,13,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/16787619505f0b00c984.jpeg,kg,,0,,,,,,,,,0,0
1000000461626232,1000010437404724,sb-pro-bud-419,,,,,,,,,,Cross Shoulder T-Shirt,,XXL,,,HVKA10070-Cross Shoulder T-Shirt-XXL,0,,,continue,manual,39.95,50,true,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/16787619523977a74bdd.jpeg,14,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/16787619505f0b00c984.jpeg,kg,,0,,,,,,,,,0,0
1000000461626232,1000010437404725,sb-pro-bud-419,,,,,,,,,,Cross Shoulder T-Shirt,,3XL,,,HVKA10070-Cross Shoulder T-Shirt-3XL,0,,,continue,manual,39.95,50,true,FALSE,,https://img.btdmp.com/10405/10405110/products/origin/1678761952d041297b8c.jpeg,15,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/16787619505f0b00c984.jpeg,kg,,0,,,,,,,,,0,0
1000000461626232,1000010437404726,sb-pro-bud-419,,,,,,,,,,Cross Shoulder T-Shirt,,4XL,,,HVKA10070-Cross Shoulder T-Shirt-4XL,0,,,continue,manual,39.95,50,true,FALSE,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/16787619505f0b00c984.jpeg,kg,,0,,,,,,,,,0,0
1000000461626232,1000010437404727,sb-pro-bud-419,,,,,,,,,,Cross Shoulder T-Shirt,,5XL,,,HVKA10070-Cross Shoulder T-Shirt-5XL,0,,,continue,manual,39.95,50,true,FALSE,,,,,,,,,,,,,,,,,,,,,https://img.btdmp.com/10405/10405110/products/origin/16787619505f0b00c984.jpeg,kg,,0,,,,,,,,,0,0
