Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
SB_PRO_BUD_432,SB_PRO_BUD_432,"<ul class='tc__description'><li>Ribbed and double stitched collar</li><li>Machine-wash safe</li><li>Officially licensed</li><li>Products are proudly printed in the United States</li></ul>
",,,,TRUE,Style,Classic T-Shirt,Color,Black,Size,S,TC-z12AULVU9H-001,0,,999,deny,manual,24.99,,TRUE,,,https://cdn.32pt.com/public/sl-prod-od-0/images/retail-products/898EAE7FB7E5F2/898EAE7FB7E5F2-D39E5E2D2C4D-GS0-TC0-BLK/back/regular.jpg,1,HMS Rothesay (F107) - T-Shirt,FALSE,,Adult,Unisex,,HMS Rothesay (F107) - T-Shirt,,,,new,FALSE,,,,,,https://cdn.32pt.com/public/sl-prod-od-0/images/retail-products/898EAE7FB7E5F2/898EAE7FB7E5F2-D39E5E2D2C4D-GS0-TC0-BLK/back/regular.jpg,lb,,24.99
SB_PRO_BUD_432,,,,,,,,Classic T-Shirt,,Black,,M,TC-z12AULVU9H-002,0,,999,deny,manual,24.99,,TRUE,,,https://cdn.32pt.com/public/sl-prod-od-0/images/retail-products/898EAE7FB7E5F2/898EAE7FB7E5F2-D39E5E2D2C4D-GS0-TC0-BRN/back/regular.jpg,2,HMS Rothesay (F107) - T-Shirt,FALSE,,Adult,Unisex,,HMS Rothesay (F107) - T-Shirt,,,,new,FALSE,,,,,,https://cdn.32pt.com/public/sl-prod-od-0/images/retail-products/898EAE7FB7E5F2/898EAE7FB7E5F2-D39E5E2D2C4D-GS0-TC0-BLK/back/regular.jpg,lb,,24.99
SB_PRO_BUD_432,,,,,,,,Classic T-Shirt,,Black,,L,TC-z12AULVU9H-003,0,,999,deny,manual,24.99,,TRUE,,,https://cdn.32pt.com/public/sl-prod-od-0/images/retail-products/898EAE7FB7E5F2/898EAE7FB7E5F2-D39E5E2D2C4D-GS0-TC0-GRY/back/regular.jpg,3,HMS Rothesay (F107) - T-Shirt,FALSE,,Adult,Unisex,,HMS Rothesay (F107) - T-Shirt,,,,new,FALSE,,,,,,https://cdn.32pt.com/public/sl-prod-od-0/images/retail-products/898EAE7FB7E5F2/898EAE7FB7E5F2-D39E5E2D2C4D-GS0-TC0-BLK/back/regular.jpg,lb,,24.99
SB_PRO_BUD_432,,,,,,,,Classic T-Shirt,,Black,,XL,TC-z12AULVU9H-004,0,,999,deny,manual,24.99,,TRUE,,,https://cdn.32pt.com/public/sl-prod-od-0/images/retail-products/898EAE7FB7E5F2/898EAE7FB7E5F2-D39E5E2D2C4D-GS0-TC0-PUR/back/regular.jpg,4,HMS Rothesay (F107) - T-Shirt,FALSE,,Adult,Unisex,,HMS Rothesay (F107) - T-Shirt,,,,new,FALSE,,,,,,https://cdn.32pt.com/public/sl-prod-od-0/images/retail-products/898EAE7FB7E5F2/898EAE7FB7E5F2-D39E5E2D2C4D-GS0-TC0-BLK/back/regular.jpg,lb,,24.99
SB_PRO_BUD_432,,,,,,,,Classic T-Shirt,,Black,,2XL,TC-z12AULVU9H-005,0,,999,deny,manual,26.99,,TRUE,,,https://cdn.32pt.com/public/sl-prod-od-0/images/retail-products/898EAE7FB7E5F2/898EAE7FB7E5F2-D39E5E2D2C4D-GS0-TC0-NAV/back/regular.jpg,5,HMS Rothesay (F107) - T-Shirt,FALSE,,Adult,Unisex,,HMS Rothesay (F107) - T-Shirt,,,,new,FALSE,,,,,,https://cdn.32pt.com/public/sl-prod-od-0/images/retail-products/898EAE7FB7E5F2/898EAE7FB7E5F2-D39E5E2D2C4D-GS0-TC0-BLK/back/regular.jpg,lb,,26.99
SB_PRO_BUD_432,,,,,,,,Classic T-Shirt,,Black,,3XL,TC-z12AULVU9H-006,0,,999,deny,manual,27.99,,TRUE,,,https://cdn.32pt.com/public/sl-prod-od-0/images/retail-products/898EAE7FB7E5F2/898EAE7FB7E5F2-D39E5E2D2C4D-GS0-TC0-FGR/back/regular.jpg,6,HMS Rothesay (F107) - T-Shirt,FALSE,,Adult,Unisex,,HMS Rothesay (F107) - T-Shirt,,,,new,FALSE,,,,,,https://cdn.32pt.com/public/sl-prod-od-0/images/retail-products/898EAE7FB7E5F2/898EAE7FB7E5F2-D39E5E2D2C4D-GS0-TC0-BLK/back/regular.jpg,lb,,27.99
SB_PRO_BUD_432,,,,,,,,Classic T-Shirt,,Black,,4XL,TC-z12AULVU9H-007,0,,999,deny,manual,28.99,,TRUE,,,https://cdn.32pt.com/public/sl-prod-od-0/images/retail-products/898EAE7FB7E5F2/898EAE7FB7E5F2-D39E5E2D2C4D-GS0-TC4-BLK/back/regular.jpg,7,HMS Rothesay (F107) - T-Shirt,FALSE,,Adult,Unisex,,HMS Rothesay (F107) - T-Shirt,,,,new,FALSE,,,,,,https://cdn.32pt.com/public/sl-prod-od-0/images/retail-products/898EAE7FB7E5F2/898EAE7FB7E5F2-D39E5E2D2C4D-GS0-TC0-BLK/back/regular.jpg,lb,,28.99
SB_PRO_BUD_432,,,,,,,,Classic T-Shirt,,Black,,5XL,TC-z12AULVU9H-008,0,,999,deny,manual,29.99,,TRUE,,,https://cdn.32pt.com/public/sl-prod-od-0/images/retail-products/898EAE7FB7E5F2/898EAE7FB7E5F2-D39E5E2D2C4D-GS0-TC4-NAV/back/regular.jpg,8,HMS Rothesay (F107) - T-Shirt,FALSE,,Adult,Unisex,,HMS Rothesay (F107) - T-Shirt,,,,new,FALSE,,,,,,https://cdn.32pt.com/public/sl-prod-od-0/images/retail-products/898EAE7FB7E5F2/898EAE7FB7E5F2-D39E5E2D2C4D-GS0-TC0-BLK/back/regular.jpg,lb,,29.99
SB_PRO_BUD_432,,,,,,,,Classic T-Shirt,,Black,,6XL,TC-z12AULVU9H-009,0,,999,deny,manual,30.99,,TRUE,,,https://cdn.32pt.com/public/sl-prod-od-0/images/retail-products/898EAE7FB7E5F2/898EAE7FB7E5F2-D39E5E2D2C4D-GS0-TC4-GRY/back/regular.jpg,9,HMS Rothesay (F107) - T-Shirt,FALSE,,Adult,Unisex,,HMS Rothesay (F107) - T-Shirt,,,,new,FALSE,,,,,,https://cdn.32pt.com/public/sl-prod-od-0/images/retail-products/898EAE7FB7E5F2/898EAE7FB7E5F2-D39E5E2D2C4D-GS0-TC0-BLK/back/regular.jpg,lb,,30.99
SB_PRO_BUD_432,,,,,,,,Classic T-Shirt,,Chocolate,,S,TC-z12AULVU9H-010,0,,999,deny,manual,24.99,,TRUE,,,https://cdn.32pt.com/public/sl-prod-od-0/images/retail-products/898EAE7FB7E5F2/898EAE7FB7E5F2-D39E5E2D2C4D-GS0-TC4-ATH/back/regular.jpg,10,HMS Rothesay (F107) - T-Shirt,FALSE,,Adult,Unisex,,HMS Rothesay (F107) - T-Shirt,,,,new,FALSE,,,,,,https://cdn.32pt.com/public/sl-prod-od-0/images/retail-products/898EAE7FB7E5F2/898EAE7FB7E5F2-D39E5E2D2C4D-GS0-TC0-BRN/back/regular.jpg,lb,,24.99
