Product Id,Variant Id,Handle,Title,Body (Html),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Sku,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / Mpn,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,Seo Title,Seo Description,Google Shopping / Adwords Grouping,Google Shopping / Adwords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost Per Item,Available On Listing Pages,Available On Sitemap Files
1000000125370331,1000003655270916,ns-lm163,3D Apparel - I'm Willing To Die For My Rights - Ver 2,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p style=""text-align: left;""><br></p>
<div>
<div>
<p>Product details:<br>• Highest standard quality Sublimation &amp; DTG printing<br>• Lightweight, comfortable and breathable material (5% Spandex, 95% Polyester).<br>• Pronounced sleeve cuffs, prominent waistband hem and kangaroo pocket.<br>• Taped neck and shoulders for extra comfort.<br>• Care instruction: mild detergent, machine cold wash, tumble dry low.</p>
</div>
</div>",NS,Tops,"ns,skull",TRUE,Style,Long Sleeve,Size,S,,,NS-LM163,0,,0,deny,manual,45.94,0,true,TRUE,978020137962,https://img.btdmp.com/10124/10124464/products/1608112375e669cdd8b6.jpeg,1,,,,,,,abc1,abc1,,,,,,,,,,https://img.btdmp.com/10124/10124464/products/160811237681275ae841.jpeg,kg,,0,TRUE,TRUE
1000000125370331,1000003655270924,ns-lm163,,,,,,,,Long Sleeve,,M,,,NS-LM163,0,,0,deny,manual,45.94,0,true,TRUE,978020137963,https://img.btdmp.com/10124/10124464/products/16081123750ec64cad68.jpeg,2,,,,,,,abc2,abc2,,,,,,,,,,https://img.btdmp.com/10124/10124464/products/160811237681275ae841.jpeg,kg,,0,,
1000000125370331,1000003655270932,ns-lm163,,,,,,,,Long Sleeve,,L,,,NS-LM163,0,,0,deny,manual,45.94,0,true,TRUE,978020137964,https://img.btdmp.com/10124/10124464/products/16081123759fd03f68fe.jpeg,3,,,,,,,abc3,abc3,,,,,,,,,,https://img.btdmp.com/10124/10124464/products/160811237681275ae841.jpeg,kg,,0,,
1000000125370331,1000003655270937,ns-lm163,,,,,,,,Long Sleeve,,XL,,,NS-LM163,0,,0,deny,manual,45.94,0,true,TRUE,978020137965,https://img.btdmp.com/10124/10124464/products/160811237681275ae841.jpeg,4,,,,,,,abc4,abc4,,,,,,,,,,https://img.btdmp.com/10124/10124464/products/160811237681275ae841.jpeg,kg,,0,,
1000000125370331,1000003655270948,ns-lm163,,,,,,,,Long Sleeve,,2XL,,,NS-LM163,0,,0,deny,manual,45.94,0,true,TRUE,978020137966,,,,,,,,,abc5,abc5,,,,,,,,,,https://img.btdmp.com/10124/10124464/products/160811237681275ae841.jpeg,kg,,0,,
1000000125370331,1000003655270979,ns-lm163,,,,,,,,Long Sleeve,,3XL,,,NS-LM163,0,,0,deny,manual,45.94,0,true,TRUE,978020137967,,,,,,,,,abc6,abc6,,,,,,,,,,https://img.btdmp.com/10124/10124464/products/160811237681275ae841.jpeg,kg,,0,,
1000000125370331,1000003655270984,ns-lm163,,,,,,,,Hoodie,,S,,,NS-LM163,0,,0,deny,manual,52.94,0,true,TRUE,978020137968,,,,,,,,,abc7,abc7,,,,,,,,,,https://img.btdmp.com/10124/10124464/products/16081123750ec64cad68.jpeg,kg,,0,,
1000000125370331,1000003655270995,ns-lm163,,,,,,,,Zip Hoodie,,S,,,NS-LM163,0,,0,deny,manual,61.94,0,true,TRUE,978020137969,,,,,,,,,abc8,abc8,,,,,,,,,,https://img.btdmp.com/10124/10124464/products/1608112375e669cdd8b6.jpeg,kg,,0,,
1000000125370331,1000003655271002,ns-lm163,,,,,,,,T-shirt,,S,,,NS-LM163,0,,0,deny,manual,35.95,0,true,TRUE,978020137970,,,,,,,,,abc9,abc9,,,,,,,,,,https://img.btdmp.com/10124/10124464/products/16081123759fd03f68fe.jpeg,kg,,0,,
1000000125370331,1000003655271031,ns-lm163,,,,,,,,Hoodie,,M,,,NS-LM163,0,,0,deny,manual,52.94,0,true,TRUE,978020137971,,,,,,,,,abc10,abc10,,,,,,,,,,https://img.btdmp.com/10124/10124464/products/16081123750ec64cad68.jpeg,kg,,0,,
1000000125370331,1000003655271037,ns-lm163,,,,,,,,Long Sleeve,,4XL,,,NS-LM163,0,,0,deny,manual,45.94,0,true,TRUE,978020137972,,,,,,,,,abc11,abc11,,,,,,,,,,https://img.btdmp.com/10124/10124464/products/160811237681275ae841.jpeg,kg,,0,,
1000000125370331,1000003655271053,ns-lm163,,,,,,,,Zip Hoodie,,M,,,NS-LM163,0,,0,deny,manual,61.94,0,true,TRUE,978020137973,,,,,,,,,abc12,abc12,,,,,,,,,,https://img.btdmp.com/10124/10124464/products/1608112375e669cdd8b6.jpeg,kg,,0,,
1000000125370331,1000003655271083,ns-lm163,,,,,,,,T-shirt,,M,,,NS-LM163,0,,0,deny,manual,35.95,0,true,TRUE,978020137974,,,,,,,,,abc13,abc13,,,,,,,,,,https://img.btdmp.com/10124/10124464/products/16081123759fd03f68fe.jpeg,kg,,0,,
1000000125370331,1000003655271114,ns-lm163,,,,,,,,Hoodie,,L,,,NS-LM163,0,,0,deny,manual,52.94,0,true,TRUE,978020137975,,,,,,,,,abc14,abc14,,,,,,,,,,https://img.btdmp.com/10124/10124464/products/16081123750ec64cad68.jpeg,kg,,0,,
